Smiles,C18-TFA,C18-NH4,CN-TFA,CN-NH4,Phen-TFA,Phen-NH4,AQ-TFA,AQ-NH4
CS1(=O)=NCC=2C=C(Br)C=NC21,1.713,1.918,1.699,1.932,2.109,2.346,2.017,2.275
CP(=O)(C)CN1CCC(CC1)C(=O)O,0.593,0.588,0.72,0.644,0.79,0.732,0.737,0.742
NC(C(=O)O)C1(CC1)C(F)(F)F,0.943,0.615,0.758,0.806,1.031,0.744,1.117,0.75
CC1=NC=2C=CC=CC2C31CCNCC3,1.354,1.526,1.311,2.62,1.559,1.833,1.61,2.257
CC(C)C1CCCCN1C(=O)NC=2C=NN(C)C2,3.008,3.094,3.069,3.141,3.188,3.267,3.498,3.53
CC1=NN=C(C=2C=CC=C(C#N)C2)N1CC=C,3.249,3.35,3.225,3.288,3.431,3.51,3.626,3.707
OC(=O)C1(CCC1)S(=O)C=2C=CC=CC2,2.348,1.094,2.409,0.791,2.618,1.342,2.635,1.295
CS1(=O)=NCC=2C=C(O)C=CC21,1.288,1.264,1.187,1.618,1.494,1.576,1.528,1.578
OC1CCN(CC1)C(=O)NC2CCCCC2,2.387,3.388,2.37,2.383,2.6,2.606,2.735,2.731
CCC1OCCCC1C(=O)N(C)C=2C=CC=CN2,2.6215*,2.754,2.476,2.577,?,2.906,2.975,3.084
OCC1(CC2C1)OC2C(F)(F)F,2.331*,?,1.927,?,2.5,?,2.639,?
OC(=O)C1CCCC2(C1)NC(=O)NC2=O,1.411,0.724,1.457,0.673,1.629,1.024,1.641,0.85
CC(C)(C)C1=NC(CO)=CN1,1.219,1.43,0.953,1.681,1.336,1.516,1.469,1.622
CC1CNCC2(CCCCC2)O1,2.133*,2.005,1.617,3.074,2.3,2.284,2.423,3.412
CC1CN(CC(C)N1)C(=O)C=2C=C(C)SC2C,2.099,2.617,1.802,3.147,2.289,2.799,2.425,3.433
CS(=O)(=O)N(CC=1C=CC=CC1F)C2CC2,3.767,3.768,3.577,3.582,3.944,3.959,3.99,3.992
CS(=O)(=O)C1CNC2(CCC2)C1,0.962*,?,0.866,?,1.272,1.7,1.212,1.284
CP(=O)(C)C=1C=NC(=NC1)C(=O)O,0.58,0.538,0.783,0.596,0.746*,0.681*,0.732*,0.682*
O=C(CC1=CNC=2C=CC=CC12)NCC#N,2.451,2.452,2.649,2.65,2.807,2.811,2.746,2.744
CO[C@H]1C[C@@H](CO)N(C1)C(=O)C=2C=CC=C(Cl)C2,2.795,2.795,2.737,2.751,3.078,3.076,3.123,3.121
CN1CC2(CNC2)OCC1=O,0.583,0.612,?,?,0.739*,0.75*,0.738*,0.75*
OC(=O)CC1(CCC1)C=2C=CON2,2.427,1.553,2.264,0.923,2.677,1.759,2.694,1.741
FC(F)OC=1C=CC=CC1C(=O)N2CCCCC2,3.704,3.707,3.47,3.488,3.832,3.855,3.978,3.981
CC1(C)CNCC2(CCOC2)O1,1.418,1.634,1.033,1.786,1.669,1.741,1.635,1.93
CCOC1CC(O)C21CCOCC2,?,?,?,?,2.21,2.467,2.343,2.62
CC=1C=CC(=CC1C)S(=O)(=O)N2CCCC(N)C2,2.521,2.743,2.442,4.097,2.773,3.01,2.89,3.765
OC1(CC2(C1)C3CNC3)C2,0.581*,0.616,0.748,1.146,0.896*,0.768*,0.893*,0.82*
O=S1(=O)CCC2(C1)CCNCC2,0.71,0.586,0.763,1.226,1,0.82,0.93,0.911
CC1=NOC(C)=C1CNC=2C=CC=C(C#N)C2,3.661,3.683,3.7,3.717,3.89,3.924,3.935,3.953
CC=1C=CC(F)=CC1CN2CC3CCC(C2)O3,2.087,5.046,2.048,4.146,2.47,4.706,2.421,5.167
O[C@H]1C[C@H](C1)N2C=NC=N2,0.776,?,1.033,?,1.012,1.151,1.041,1.221
O=C1NC=2C=CC=CC2C31CCOC3,2.443,2.445,2.447,2.463,2.718,2.727,2.772,2.775
CC=1C=NN(C1)C2CCNC2,1.468,1.286,1.083,2.017,1.691,1.61,1.746,1.975
C1CC2(C1)CNCC2C=3C=CC=CC3,2.48,2.468,2.474,4.864,2.829,2.64,2.876,4.372
COC=1C=CC=C(Cl)C1C(=O)N2CCNC(C)C2,1.812,2.151,1.632,2.797,2.143,2.437,2.109,2.725
CCNC(=O)N1CCCCC1CN2CCCC2=O,2.039,2.039,2.157,2.164,2.284,2.297,2.452,2.448
CC1CC=2C=C(C)C=CC2CN1,2.07,2.028,1.817,4.517*,2.349,2.319,2.426,3.764
N[C@@H](CO)C(=O)N1CCCC1,0.812,0.586,0.747,1.131,1.017,0.915,1.045,1.128
CC(C)(C)C1CCCCC(=O)N1,3.14,3.144,2.958,2.975,3.245,3.268,3.673,3.685
CCOC1(CCCC1)C(=O)N2CCOCC3(CC3)C2,3.847,3.849,3.249,3.262,3.735,3.746,4.086,4.084
OCC1=NNC=2CCCC12,1.285,1.692,1.013,1.634,1.518,1.925,1.54,2.005
NCC1CC21CCSCC2,1.694,1.407,1.329,?,1.958,1.813*,1.99,?
CC(O)C=1SC(C)=NC1C,1.149,1.945,0.936,2.007,1.368,2.12,1.39,2.318
"CC(C)N1N=CC=C1[C@@H]2OCC[C@H]2N |&1:8,12,r|",1.445,1.659,1.18,1.939,1.621,1.874,1.699,1.99
CC1=CC(=NO1)C(=O)N2CCCC2C3CCC3,4.024,4.028,3.589,3.591,4.037,4.058,4.286,4.288
